1_ae-12a_000020-000053	0_4d3528bc8e13d3761e75401cf28cc699
9_kf-o997441a_000107-000152	9_24ba936f274ace39378e25cf4e521c76
9_kf-o9a_000059-000116	9_24bbe04aa938238a6bcb23e9d050c0da
9_kf-z792a_000110-000144	1_7ccb587e7d944e43e3fb923225765445
9_kf-z942765a_000062-000097	7_8603530de5ce956a8541036322e10eac
9_kh-15o1o89a_000223-000271	7_895cbd1ead2052b5170854d70861d298
9_kh-453o196a_000195-000230	9_24d6d7fc497e803c5ef6df9587a8197f
9_kh-4989a_000105-000150	9_24dffc9f28145e48d5ad360d2016954e
9_kh-59329a_000055-000092	9_24e38c129c9b4d23e46f827672d705b2
9_kh-59329a_000141-000185	1_7d4d04cab410c318461eea1c0d5b4d59
9_kh-5z9a_000105-000150	1_7d6f701f51e0f31b51aed68348cd3af0
9_kh-68o92ooa_000127-000166	9_2513d212652c8a46d117d3606cec8ef2
9_kh-79z51z2a_000059-000091	9_2538b0a49420913e0e85dffa49f15b9a
9_kh-8183926a_000148-000190	9_25a8e07a021b259dba935b78b9bf2e96
9_kh-9371a_000019-000056	9_25bc01ee1f721a85cb3338ae8bafa7fa
9_kh-9546a_000019-000063	9_26217ae2ed14238a0673ac8dd235708f
9_kh-95za_000020-000058	9_264fdff9483da3c002b15e1bc0c53da4
9_kh-9978zz8a_000018-000057	9_265b30f42f626123d7c97374887f08ce
9_kh-9978zz8a_000056-000086	9_2678f9d21ecbb83bf098aa76a7e95f1d
9_kh-9a_000019-000068	1_7d9aecb5ac40165a417e448184f7abf4
9_kh-9b_000031-000079	1_7e7963a8406087e9496c5f271ba20936
9_kh-9z794a_000019-000056	9_26a662a9bf735dc0f1d63fa4d5ded154
9_kh-9z794a_000131-000166	9_26a6aa047269e17c43945a0134b9be61
9_kh-o9oa_000056-000107	9_27002c1403579c552e37038f3400cda7
9_kh-z29a_000111-000157	1_7f9400c44713b6ba0a792d0ef303a839
9_kk-1629a_000124-000174	9_271694eac568507fbd0bede3544863a6
9_kk-29a_000040-000096	9_277518761e34f6fdb1b47199b8ed6848
9_kk-31o9a_000118-000175	9_277ff430c83018dc840af5ce448ac921
9_kk-3485193a_000212-000249	9_278e3accb24f9af5235b666e133c790d
9_kk-5899oa_000087-000128	9_27964771957b99aaf3dec9b826f8469b
9_kk-5899oa_000127-000165	9_1e880ac4d1eac730a57d3aaaf9c184a8
9_kk-5981126a_000054-000087	7_91687773bced368a8da4795dcfa195ff
9_kk-6z93z46a_000103-000158	9_287fd62cc5ea0b584329118443de7d56
9_kk-7369a_000151-000196	9_2896836df674ed3b7be5a43eb671f3ff
9_kk-8278945a_000152-000200	9_28cefdfc5617650f058e288458ad69db
9_kk-849z339a_000076-000129	9_2922421e773af00d6c6d298066a3dd5f
9_kk-849z339a_000250-000304	9_295b5feeedf3e6a8d2575a0d27b219b7
9_kk-9118a_000014-000062	9_2966b43e6423238da35e258676b7e21e
9_kk-92538a_000011-000054	9_297c03fb211740611e910eeb4b27c85d
9_kk-95141o9a_000020-000059	9_29823141e69cb2a367669d76061bad16
9_kk-95141o9a_000249-000305	9_299d2b4c612a9c71f033e89635ed06e4
9_kk-97z53a_000010-000048	9_29bdaa2aa7bcd7866bc06d0b71cdfc77
9_kk-9a_000020-000074	9_29c31bd60afbe28156e0848bb22f85b2
9_kk-9b_000017-000078	9_29c83acb43276158b0ad2b39566177e4
9_kk-9o1a_000016-000058	9_2a0976d344bfd3886608900e3264d436
9_kk-o394a_000088-000133	9_2ac2ef9c20c0a1e5d8771705bd4b2ee9
9_kk-o597oa_000090-000134	7_9204f203a13823b506550e6a3a25da8f
9_kk-zzz79z7a_000195-000237	9_2ad3a4ba860c7c149b09c10ee2d3889d
9_kn-1449a_000143-000189	7_965c58483bcde48b9506e257f2dd28cb
9_kn-229o745a_000066-000119	7_981722c1c17cc353c33ff6e52758534b
9_kn-24589a_000155-000199	9_1f45f8699155ff360f10e884fdaf61ea
9_kn-39a_000041-000086	7_99b1bf402e3b9281a9d0ab9c309e5392
9_kn-4899zz9a_000077-000127	9_2b012784bd85401827c9de928d898366
9_kn-4899zz9a_000156-000194	9_2b4c75c202c2d810643c53f859ed3432
9_kn-4899zz9a_000257-000305	7_9ca5cbc7148a50e54230f322bea7d29a
9_kn-5195916a_000077-000122	9_1f4cc440ab7f716d58bc7b3368da061c
9_kn-5195916a_000176-000211	7_a19d6255b2f96bde2c0b9ba697d4465c
9_kn-55984a_000089-000130	7_a9e598b68eac1d4283f5581daacfc17b
9_kn-6439a_000136-000178	7_aa2e6b675c4e9ff4af7f96f41bde2923
9_kn-692a_000063-000100	7_aa3edf72b2a4024a52b4be2de7196030
9_kn-69a_000057-000102	9_2037bdf2b0aaf4860682dc78edfc8ce6
9_kn-7292767a_000106-000159	7_b06575acc90d90fb85faa2e6d89ce9c7
9_kn-879oo24a_000079-000126	9_20811eafa56b8874c02b1afc5bd5a578
9_kn-946a_000034-000074	9_208d4a61d2c54100e6590f5ac6ade164
9_kn-9754z23a_000019-000057	9_2b7cb81b0a95300576d644fed6685a8c
9_kn-996a_000048-000077	7_b36f63248963641be976c802490e468c
9_kn-9a_000020-000070	9_210fee98528882b2f108f272d820e6b2
9_kn-9b_000019-000066	7_b3b82eb9c42cd2703cbcb1b8ee2affd8
9_kn-o9a_000048-000096	7_b8d22d825ffc72032b52dce19b8e543d
9_kn-o9oo6a_000047-000111	7_b92daf8d71bc453c97129612c07deb6f
9_kn-oo42349a_000248-000296	7_bce21eb089ceaa877e3ab6540c96dc00
9_kn-z91a_000052-000097	7_bfc03804e75fca500e471cc63bc72639
9_kp-2439a_000124-000185	9_2bb015c7646e4e708709819f98d1dc43
9_kp-279o938a_000115-000158	9_21115af41a4e5608aad14174139a6d45
9_kp-279o938a_000183-000229	9_2246a589b68009f6c54310ea8bc7cd15
9_kp-29a_000043-000096	9_22c1991adbaa1028d3f8a6e728918117
9_kp-29oo7a_000081-000128	7_c5bccd96375787f5875e5d1819ae7794
9_kp-49a_000070-000123	7_c7a98830957db0cb6e9b1440241fad2d
9_kp-49b_000056-000110	9_22e008dcf9c57cb51e8312c939db7ae2
9_kp-591426za_000102-000138	9_2bb6d02e172841c4a480069decf08e74
9_kp-69956a_000088-000129	7_d395b4a0f444d08a80b945da9ea8ae5d
9_kp-69956a_000128-000169	9_2308d40d26eafc5c913d76acfb0c11b2
9_kp-769a_000112-000163	7_d6ef86481b82e2e84d5cb3acbd23d161
9_kp-938a_000019-000064	9_23301751ddb8101c5f995d462338f82a
9_kp-9419648a_000019-000058	9_2351d92688587259b466987da5ebdc09
9_kp-948a_000040-000087	9_23a94409e6bf326f4dcbeef86b488199
9_kp-97o9a_000020-000056	9_2bc17dc5e32f527f9eb52002aa3eaf06
9_kp-97o9a_000127-000177	9_23ad4576da47aa062e2706183ee49178
9_kp-9a_000028-000076	9_23f6a1d48b9ed150b3b312f73dddb671
9_kp-9b_000020-000072	9_245eb05bd73ab5a66c49babcb8d912d7
9_kp-9z51a_000019-000064	9_2bd9ce0b3273884ec74a79d47adfc686
9_kp-o1o1892a_000245-000292	9_24aca8c24cf725e9ce60a13995c98229
9_kp-z239a_000175-000236	9_2bda941ace2f356d08eba8848490b418
9_kt-13oo249a_000191-000239	9_2c67f04c9139041cfbf10e0459823879
9_kt-191a_000047-000075	9_2c6f60260962e13c2ad899185c2c0e34
9_kt-19oa_000044-000073	9_24bfc54e2836d018252abec03c596b9b
9_kt-29zz2a_000080-000114	1_bfcfa2fce45b9462943a11d4b3080d68
9_kt-339a_000069-000125	1_80138fb6bc969b96ce0a8d96e5696c4b
9_kt-45964a_000070-000103	7_db405e56909fdeffc5a1f5d79601ad62
9_kt-4z51z98a_000202-000237	9_2c768fc7e70d89d3f30a34a34ca39094
9_kt-699717oa_000102-000137	9_24d02bb6da82030f710fcee9bef4a55e
9_kt-7395o36a_000104-000142	9_25399ab8c4fec0163a873345e7d5d6e0
9_kt-73z91z4a_000131-000163	9_2cbb927a40875ab8285c96bee5516550
9_kt-83662o9a_000195-000250	7_dc9eeea53ac33f79c2319c935e7f2f62
9_kt-8389223a_000097-000127	9_256de50f77bf684454097a0d4f9589a0
9_kt-94581a_000041-000071	9_25d3b7edc1e3eaddf5aa3b0bd354aee9
9_kt-998a_000044-000071	7_e3897d59c66390fc7b8dab4b138886a3
9_kt-998a_000070-000099	9_264f47063a1baf94b1e9458e6d1d84ca
9_kt-9a_000020-000074	9_26743acefad4dd4aabe04946fccc02f9
9_kt-9b_000039-000088	1_8049ed188939b46981fc4e479ed698b4
9_kt-9z76a_000020-000056	9_2cda9ea2a1167a2a04d1490484d8b5a3
9_la-14z93a_000155-000204	9_2d0266c9080d36c666fb21755b7876df
9_la-34495a_000166-000205	9_2d36ccb40a17da0398559a63af40044d
9_la-3494za_000087-000128	9_2d41eb69a17b5fa54b901c7419b25e43
9_la-5596196a_000111-000165	9_2dcbf2ec85c219fce09192f72fb115c9
9_la-598a_000064-000105	7_e7226fe5ababbeec41699c64355e5027
9_la-893z837a_000043-000084	7_ed0c7f22f50d56cab6b97ac54dca7047
9_la-92z69a_000019-000058	9_2dee485ac8f04cf45d9f8bb2337bbc85
9_la-92z69a_000187-000243	9_2df24adff723932d3f32e765fc78ab53
9_la-97a_000020-000058	7_f4645e1a051ef0c735d790e08326828b
9_la-991a_000019-000063	9_2e118e1463757a4dfd99fbeea044d88f
9_la-991a_000062-000109	9_2e277d86e1fb53ff8b0bf705cf6559a3
9_la-9a_000020-000081	9_2e4217971262ecae89ccec7bfc4c25a6
9_la-9b_000019-000077	9_2e43cad6171980b0e913d9372eedc5b1
9_la-9o1o1a_000018-000061	7_f59cbecc823f7e1cc52b3d0f52f9ab76
9_la-9oo9748a_000020-000075	9_2e58f836d5b0b6845fa4698503fe4a44
9_la-9oo9748a_000176-000207	9_2e7108a9a5d401174daa5d8b798b8f91
9_la-z9a_000105-000168	7_f7293b033de1c257f2294027adb48602
9_ld-19a_000054-000099	1_80db4790b6219d7951be9f5cb6939733
9_ld-26o6659a_000254-000301	9_2eb95dd28fa998f8bcf24d425627d898
9_ld-2957o91a_000229-000264	9_2ed3b08155d3d2efd3ff609f8f913b43
9_ld-3439za_000109-000145	9_2f0d05315da07e9327e9f7a70a5e0637
9_ld-5899a_000095-000130	9_2f364c4a943cfc3c3b62a34007aa478f
9_ld-5899a_000129-000172	1_817f56bf44b746b4a6a6d79397fa1ef9
9_ld-5945795a_000088-000123	9_2f42a64202808f96b5e225f683ad0b5e
9_ld-5945795a_000260-000288	9_2fc2ae9c7b59d55a7557229505c71948
9_ld-7139za_000130-000169	9_30151a51c6fb425c7bcefc07b7cf5087
9_ld-79oa_000088-000124	9_301694cf30d4ddba5192ebb52a163267
9_ld-929a_000040-000074	9_304f4542fec1df30f827c159ca23b7cc
9_ld-929a_000096-000147	7_f7a436a76e157807a7a3fa34b1f1fb51
9_ld-93884a_000020-000058	9_3059dfcb0d7a1573a4e767ed4055311a
9_ld-961a_000020-000051	9_307d75bb1c586af2b49cf033ef7afcc0
9_ld-969a_000020-000053	9_30e9255f9e3044a8bc0e537d15b838ea
9_ld-969a_000087-000129	9_30fa4af2a0db6ab21e5c272024b48015
9_ld-99a_000049-000091	9_316d2ab3934a497f014c7f2653e2389e
9_ld-99a_000091-000139	9_31704d76a8fe7cfeda7ebff347bfb1d3
9_ld-9a_000021-000066	9_31b85901735d834e1243cab1c9ff5b16
9_ld-9b_000020-000071	1_8274ebc11657583eb26e398441e79d4c
9_ld-o191a_000076-000108	9_31edeb7d08438473e97fa651b85d3dca
9_ld-z54982za_000146-000182	9_31f7e71d9441f4cddd50519ddc0dd8bd
9_lh-16794o5a_000149-000193	7_f96065d30840229fb414f7c49a56068e
9_lh-2273969a_000238-000264	9_3252309db2bd60d365fa6e29d668ba74
9_lh-3219a_000105-000146	9_26a00db2b2c2e4cca8546f31efa684b1
9_lh-34951a_000100-000141	7_faee8d62320b2a1dc6d9ab1e66a9ddba
9_lh-3o9a_000078-000124	9_328374a316e906a2fca333f38b5669c5
9_lh-4z92zz4a_000091-000139	9_337214f41309f3230818b946cda48ab8
9_lh-63694a_000131-000166	9_273a0fa88d9e21755aeffd5b61f5f10f
9_lh-6z91za_000104-000147	9_3377ace3dcf7554845eaf30f6fdd3e72
9_lh-891768oa_000057-000097	1_82912ec4eb16ea49e9ede4621fe68a5d
9_lh-99z3a_000020-000057	9_33ac7fd0f11f1500048fd280cfb4bcc4
9_lh-99z3a_000056-000094	7_fc19265dc9848bfed08f48c863e667b6
9_lh-9a_000020-000066	9_275ce487bcb2e81dda69add99ff94e99
9_lh-9b_000018-000068	8_00038358185d34ab84b76ce29e73cf94
9_lh-9o9oa_000019-000065	8_03c43e4bd52e4744c8fb82de9c3b08eb
9_lh-9o9oa_000103-000142	9_33cbd8865e07b6f163cf89c94313c8c4
9_lh-z1z7989a_000200-000237	9_33cd263fc068e1fce89d9c5c02e064b2
9_lh-z1z7989a_000258-000291	8_07d5069a1c87e5ed24a4db0299f4a7eb
9_mh-1473596a_000257-000281	9_34524cc45baf9d9cb9bb82ab5708df77
9_mh-54z93a_000124-000170	9_2769486e35021509d5f59d45da181bf9
9_mh-8292a_000077-000119	8_090161afaae29523d38943844af9ea69
9_mh-86928z5a_000078-000126	9_27ed1ec9ac648ccb09a3bddc2593277f
9_mh-933a_000019-000065	9_34c5b15e1e58d8af05afa3f2589d4356
9_mh-94153a_000013-000049	9_34f7b2afd4d31202597cd54c0dc25ce0
9_mh-9433487a_000031-000066	9_355eee7c48d5beeac897965595263ba0
9_mh-9517a_000016-000051	9_356d2e954a5823b97151589088482772
9_mh-9972oa_000019-000054	9_35d6b9c30ea26c1b1d4bd858b5931383
9_mh-9972oa_000053-000091	9_35f23da02adcb3ed14b1f478e74a1a9c
9_mh-9a_000016-000063	1_84850fa9d953c748e45e9d30247bc67d
9_mh-z9a_000063-000107	9_27f49d5e03d19799dabcf312d9335377
9_mk-219zz9za_000103-000155	9_35fd87878819fc6b635e8520952b63e1
9_mk-219zz9za_000267-000309	9_3628bdc46168a2e29a76cb05c31e7a5f
9_mk-296a_000050-000081	8_09fff9124ec56d19781bba4898745060
9_mk-38349a_000156-000208	8_0bcc4e1e3ca1c1fb28a178ed2a010c1c
9_mk-4239932a_000133-000161	9_3630c959404850441c5979aeb4ca635c
9_mk-4239932a_000160-000196	1_861dc29654fb1ff11fce6130c39186c6
9_mk-479a_000109-000164	9_3677b8e88ca35869e31d3f3deb9a96e3
9_mk-6379a_000126-000181	9_3717344679b82cfa54c7d691ba83efd8
9_mk-74595a_000189-000226	8_0dcdffcf13efa11ed7ae940a72d9fedf
9_mk-7o94a_000088-000123	8_0f9f137eb2671ade9fef2abf3a01ab71
9_mk-892a_000043-000077	8_100766918560e81550bdd9ab07a48b1e
9_mk-89o3a_000051-000091	9_372fbc56bb7862327b5554f581ef21f0
9_mk-8z39221a_000190-000232	9_373324e78a1ff8d5a3327cbfe2c0b926
9_mk-91a_000027-000067	9_3770278054ce1d157b767a097efb563b
9_mk-91b_000026-000062	9_37c136cffa14f4ae1ccfb0fe879d1508
9_mk-9754a_000034-000068	9_37f4c9b9f2a7f923256bf26c277ab5fc
9_mk-9781zz2a_000021-000051	9_382363f53a6d9533e533959817f32f78
9_mk-995oa_000020-000061	9_38381f4cd3520e8d31b1aef86e7e12a3
9_mk-995oa_000060-000104	8_11c857a6e24e9fb0d0521ee9593d8188
9_mk-9a_000028-000083	9_280f88961b5063862646d616b62f9e01
9_mk-9b_000028-000086	1_86235729a81e1c145109823330dcb7a0
9_mk-o2oo9a_000139-000199	9_384c68a49c5f73713871727cae4214c1
9_mk-z8298a_000152-000198	8_136ba3cc668679f4e6265f971a59e87d
9_mk-z9a_000064-000129	8_13cdef403ed424918e37a1ffaeed4b24
9_mm-1549oa_000176-000215	9_384e5ceaf3962de36b9dd792155485c0
9_mm-19a_000068-000133	9_3887e692e98abfdc840ce8db0dc09add
9_mm-289z7a_000142-000203	9_38d25c15af407c277fe7a9a66d337ff7
9_mm-2o18793a_000328-000371	9_38da2717a4b8be369b3f6c060681d87f
9_mm-4917a_000063-000115	9_38f48407ebe7eabc9ab536fbeda2f3ca
9_mm-5569a_000166-000239	9_2852b886d1a233c97b3bf1a2f562d379
9_mm-59a_000071-000144	9_390dc9e64c6822605324b2e0e3a532ae
9_mm-7o91oooa_000136-000207	8_144a5129dc323ba00bb9018db2869c21
9_mm-84o7619a_000355-000431	9_390e634d3c0e083274eb62cf4948d0ad
9_mm-941a_000020-000080	9_3921af5e417b2a7e2a0b23b588a28f45
9_mm-97136a_000020-000065	9_39250801694af098dc84e207b56f8b1c
9_mm-97oo2a_000050-000103	9_396bf1be4ec7eee941b1acc9722e922c
9_mm-9829oa_000020-000071	9_3a12b23f0ea883d8b15f5d583cb080da
9_mm-9829oa_000163-000209	9_3a17b20992464193c41161f83bb7438e
9_mm-99a_000052-000124	9_3a2a4216bc18c950775cc74323364af9
9_mm-99a_000141-000220	8_16bf87e0414c882920475423e76fbc5f
9_mm-9a_000021-000094	1_c109e3d866ff26d4715f8cde36eacdf8
9_mm-9b_000040-000123	9_3a7876f359f01d961975ebf5d5c24b9e
9_mm-o896a_000144-000192	9_3ab3156ff97fe7f4fa7d22dc318a26f0
9_mm-o956o62a_000066-000119	9_3abf5237e87ef81c5633bb9312280ecb
9_mm-z5339a_000193-000266	9_3ae5dc9f53cd368c87010624c9469b91
9_mm-z96a_000077-000127	9_3aed267fb4e7b8844588f4948036b27f
9_mm-zz266z9a_000333-000399	9_3af795e37638884da943a407bbad450b
9_mr-1497za_000066-000094	9_2853194b7ddf650cdd4a7288acdd70b9
9_mr-1893945a_000087-000127	9_29471ba3a2a62166cf4cae8be6df046e
9_mr-1893945a_000148-000183	9_295272ceed98fd37e4dcb479e798176e
9_mr-2z2996za_000158-000187	9_3b1e59d6c16e7034a4625ceb95c029d2
9_mr-4379zz7a_000112-000147	9_3b3b9326fb3951f19b8ce489997d7e08
9_mr-44179a_000127-000181	9_3b487c396749057b161d7026539e0fed
9_mr-699a_000095-000147	9_3b8fc0e82da8525000d16085ebc9b2bc
9_mr-72911a_000083-000123	9_3b98a47f6f8df8df60281b9d62cdcc40
9_mr-8o7497oa_000131-000156	9_29acdcfc52d9a1eb97ed4bb2bdf3eeca
9_mr-92336z8a_000056-000080	9_29c428a0b79ef47f366794b766d691a7
9_mr-96578a_000020-000050	9_3bdd7b6d3dd5c37ec5aae7a701bfbfbe
9_mr-98328a_000020-000061	9_29da756bc445d0d8a59af840bf125654
9_mr-9a_000020-000066	9_29e4ee6c53c6b1ef109b917a28e4ea2d
9_mr-9b_000026-000075	1_0ef49e8892223447e57779915d371f97
9_mr-9o69a_000021-000049	9_29e9e675604d050e5e4d145164c84970
9_mr-o9a_000054-000101	9_2ab07b44b0d76af540a122e6eef228c1
9_ms-15739a_000130-000173	8_18508ff8899f4779abfe943ea37333b9
9_ms-1z92a_000077-000112	8_1b0ca5b9dd675be54c4e32ad852ae91d
9_ms-25o9a_000129-000170	8_1d618ff16b7e10614e4b21fb92e29b44
9_ms-2996911a_000084-000114	8_24f30706496c863c7ff467a309764120
9_ms-2996911a_000113-000153	8_2bce54021466612957c2b62fb47aee5c
9_ms-2996911a_000188-000220	9_3bde85314fd7b4a3b6b54d13ce7069ed
9_ms-311z977a_000190-000234	8_2e30fb0cd6e9ea082817762e55c9a806
9_ms-59126o9a_000086-000113	9_3c07fdb7f58ae850b3f6d67be4c30ff0
9_ms-59126o9a_000254-000296	9_2af27e1ae7b91c2adde4fa577098d8f0
9_ms-79a_000084-000123	9_2b1ae8a18dc953d50b7d04e17b3cf4bc
9_ms-94a_000019-000054	8_3390bf0d0e07f80899f6051875e282b2
9_ms-9a_000035-000078	9_2b295914a0229f7ed680655940fb201e
9_ms-9b_000019-000068	9_2c722c1338a6e7c77ca009362bc1e504
9_ms-9zz868za_000056-000090	9_3c6ab8818cfb10b014679bfb78f9a3c3
9_mw-26912a_000090-000125	9_3cac8f89245ea802a7d93eb27e38e614
9_mw-399a_000077-000110	9_3cb9cac55512ab9f53b04bf79eb3a803
9_mw-399a_000109-000158	9_2c92f906e367a8d0953c56becfe99a5d
9_mw-5178921a_000191-000226	9_3d281b59c6c76cc543c9b1c53cbaaef0
9_mw-589a_000082-000130	8_373cb3e0a08277cd27795b1d8f3dd680
9_mw-7619a_000140-000182	1_864a8249a2ca143d47e5baf3616a41e2
9_mw-849o16oa_000075-000128	8_38a116d9ddd19320cee5266b20fb6a0b
9_mw-8832o96a_000204-000238	8_38f19f865558c16818072ad0b3982f8f
9_mw-94a_000020-000061	9_2cb54ad6e2fea391967d0506e54db62d
9_mw-97a_000020-000060	9_3d2e9f89fc91499369c6b52604140063
9_mw-99136o4a_000052-000092	9_3d35dca5593200370b2b2f2fafab42e6
9_mw-99136o4a_000091-000125	9_3d4da75b15fb2803f5c88f57ea0b07fa
9_mw-9a_000047-000103	8_3916ec35e07582246f63e6e4fc3f5c47
9_mw-9b_000020-000073	9_2df5d4ab72a56aaf907d9682cb42b7e3
9_mw-9oa_000026-000069	9_3d607085293709691ed74e910ddd790c
9_mw-o9795a_000047-000091	9_3d6b836d851631a58ae290a0def9f778
9_mw-z98a_000074-000115	8_3cc3438a7ad579ffbc55cec782fafcad
9_nc-1195a_000102-000148	9_3dd3660fbf060eb25bc27d010eb22ee7
9_nc-12597a_000141-000190	9_3deaf1ebeecbc861b9b2e54180e3f7b4
9_nc-29a_000051-000117	9_3e1d779a6a6365c09104404da72dd702
9_nc-36768z9a_000283-000347	9_3e47fca293ac924f00e6e529f22f4f49
9_nc-3912a_000060-000106	9_3e4f9518efa76c5a481b4046e244f7fe
9_nc-465933oa_000172-000221	9_3e71192695e9315873b34446620fc0df
9_nc-64496a_000142-000196	9_3e7bfe84809b76ea3ca03e7807ca1aab
9_nc-7419za_000161-000227	9_3edd4caf6da6d1cf8056881bd829b7a3
9_nc-7553973a_000210-000258	9_3ee5b4d4b2d3fa77a40c01dc41b05b4d
9_nc-8893a_000097-000141	9_3ee9866946426b59ab24504a84f3eda3
9_nc-943zza_000030-000075	9_3ef0b733e6fe3c28cabcacd2fda69226
9_nc-9553851a_000030-000071	9_3f42f1cddac099381dd00a36951b9b83
9_nc-9923781a_000020-000055	9_3f45ce5d6363399d6bf647b4ad86367e
9_nc-9923781a_000054-000093	8_3f67f87fa9511d1ad489726ad84d78e3
9_nc-998a_000032-000070	9_3f4bcf8553d5e60080ed6ff6d9319844
9_nc-998a_000069-000110	8_447d719858e3e92c98b678ec2bedbbde
9_nc-9a_000055-000122	9_40163b30d45444002630fdd3ff1385a1
9_nc-9b_000019-000084	9_405477b568ad5614d37bd8aa641e95de
9_nc-9zz2946a_000032-000073	9_40d22d70317771cfccdef4522dd3cbf9
9_nc-9zz2946a_000206-000247	9_40e26bb7f5700c9f334b46c300e08dd4
9_nc-o1o9oa_000117-000174	9_410d29fe2db993007a7c6288578c81ba
9_nc-o698a_000104-000145	9_417f3f2a30b9211cc2919b5e0198b43c
9_nc-z79za_000117-000171	9_41961ae88bd8272e1c073bc946155480
9_nc-z9a_000074-000149	9_422885f9d3a69fc1b7f0ed771c7b45f0
9_ne-17192a_000092-000124	9_423ce3f327042cb3267d397a78150cb2
9_ne-22o9o87a_000113-000149	9_4240f5e4b2c6a19b0e13b52d47da4b12
9_ne-29a_000036-000080	1_8670f76fa3cf52b0ff02dc07c0aa10bc
9_ne-397a_000045-000075	9_424c0b061f99293fc356b1fbd46cb3c3
9_ne-49zza_000046-000087	9_42555f2dff6e447f6a3b6a2324c9a79a
9_ne-6984a_000075-000102	9_42aff2aea426d39a76eb5c8878ce2d69
9_ne-779a_000097-000146	1_86c2a806d3a9258d9275b5d91b210cce
9_ne-914a_000025-000053	9_42b3ae185af3836acb801a5b63f27ae6
9_ne-92a_000020-000049	9_42dba2afdfc4f36ce3ae5bac3eca5b8c
9_ne-951oa_000015-000049	1_88d1393753a93cdcfb8ccb29bd44fa09
9_ne-9a_000020-000083	1_89492cdd5a44830cf11b3cb9448f58a7
9_ne-9b_000019-000081	9_2f16d170f7479f4ad7df35e3df01d41f
9_ne-o59o1a_000073-000105	9_42fcd32edb549ba1a81103ccc8927ce1
9_ne-o63o9a_000117-000176	8_45c114172b09268e89d6f847ac5ef8a0
9_ne-z8819a_000145-000192	1_899db2be069260b368e1e0ce2b7832e1
9_nf-1969a_000041-000071	9_2f1c3427979a1fbb3e18c1bf80127a74
9_nf-1969a_000102-000141	1_8e34d726d989d8c9173e3cf6b1e4db69
9_nf-29a_000073-000119	9_2f329423788a732a775adb2b928098fb
9_nf-39a_000091-000130	1_8f5d81d4d0bbb1f2fba6b58564c35cda
9_nf-9796a_000020-000047	1_acf56f94920a687680b7928ae8d33a1e
9_nf-98a_000056-000085	9_2fbd9483ed533eb3f41776a17bb16278
9_nf-9a_000020-000065	9_2fd308851ce4b05b049b715ae56bc0f2
9_nf-9b_000025-000066	9_2fd46238b9612952ff1fd4ef77407c28
9_nf-9z14798a_000017-000064	9_430aa4015788214c4e878b6cc897ad00
9_nf-o915445a_000052-000084	8_4783ef87970a0a801f7609a17804ad50
9_nf-z99a_000055-000078	9_2fda6e3b5527246fa72e5607c0c400ee
9_nf-z99a_000077-000112	1_11354a68aed9b5656aab88e18ebddafb
9_nf-z9z682za_000092-000124	1_19a96b27083e62bf31288a97aa0fa89b
9_ng-14396a_000107-000139	9_433330bd4bea1b45359b5bf967721354
9_ng-1474349a_000216-000245	8_49b03bcad8ea0e735367a5d3daf71a6c
9_ng-26739a_000123-000156	8_4ef04f42f1122b3241fc2da54e32b864
9_ng-2o997ooa_000052-000099	9_434a9fd5ba75fdff5f3e760c8bbabe66
9_ng-2o997ooa_000137-000161	9_434cdb8fe34f9f80841ea8206f4c7c38
9_ng-4z9178za_000076-000111	8_516e77fc3c018a9ae0d93690d601920c
9_ng-5961368a_000081-000108	9_435ead5afd1dc0288e70a350d3a529d1
9_ng-729a_000097-000132	9_43617a7740475f2b736f1a07e1cc02d7
9_ng-769za_000130-000155	9_436cad89dabdc26c1d102411ce9d9dea
9_ng-7z58799a_000183-000207	9_43902ef9681d969a124b14ad94648e17
9_ng-7z58799a_000206-000239	1_8fadfd7b3611277df1b3a8a05e0d235f
9_ng-8869oa_000089-000118	9_439fb51dd6d4741456ef0115570c9960
9_ng-91a_000019-000049	9_439fe4dc088d8058efa177e53ab6edbb
9_ng-925a_000020-000045	9_43e35f9f43ed75e6b405a129bab88107
9_ng-946a_000020-000048	9_44484832d37028885a0881eb3269277b
9_ng-9718121a_000019-000045	9_447541c8bfc4ae0eb6ed546a548ebf82
9_ng-9b_000019-000056	9_308aba06586e883ddb9e467023d80634
9_ng-o192484a_000056-000095	9_44784771607b083be5313822050add0d
9_ng-o9a_000042-000074	9_4481b267be5c79dc07b0e7eea81ad6e9
9_ng-zz9a_000079-000117	1_90579b082434e82df8079758f91b71a3
9_nh-1393254a_000072-000122	9_44a80ec44a9a7eb7b0b0b0734e642066
9_nh-143z923a_000176-000211	8_5333626d4f70b379f8f2cb994bc977d1
9_nh-3798oa_000084-000113	9_44d873c8e6a1437af804571c9c0d79cb
9_nh-39zza_000080-000110	9_44f7a953c35ddc74104f6b0ac508b19e
9_nh-69948ooa_000056-000084	9_44fae772bf087017428f3ad48a229418
9_nh-69948ooa_000083-000128	9_4501d66eb0f99b8c2a3ae0fd80d540a5
9_nh-74898a_000109-000136	8_541f5b4ab91fb0e30e9a2c3ab7558e28
9_nh-76593a_000119-000151	9_452fd2bdd0a9265cbc61dbc17af9dd63
9_nh-889za_000062-000097	9_4530cdc1f258045bb00c64eee0543126
9_nh-91556a_000022-000061	9_309993dfb5e0eadb3dbd802d3469745b
